Player,Team,Pos,RkOv,FPts,PPG,Ros%,G1 Start,ADP,Big 3 ADP,Starts,% Starts,% SiS,PPS,Median PPS,Median - Mean,PP90,xPP90,xPP90 Δ,gPPS,gPPS Form,23/24 gPPS,gPP90,Ceiling,Floor,GACS%,Mins,Total SP,SPP90,SP%,SP Reliance%,Prev SP,Prev FPts,Prev gPts,ProjFPts,ProjGPts,ProjMins,ProjGS,Big 3 Ros%,ROS Rank,+/-,WARPS,WAR,Last Updated
Santiago Bueno,WOL,D,266,101.50,3.62,1,,300.00,300.00,18,47,49,5.4,4.6,-0.8,5.5,6.3,-0.7,7.3,,,7.8,10.6,0.2,29,1669,0,0.0,0,0,0,,,3.6,4.8,87,0,0,200,0,-0.01,-0.25,6/27/2025 12:40pm
Tyrone Mings,AVL,D,267,101.25,7.23,6,,1132.70,180.00,12,32,44,7.9,7.1,-0.8,8.2,8.0,0.2,6.8,,,7.6,12.8,3.1,31,1116,0,0.0,0,0,0,,,6.0,5.7,82,0,3,200,0,0.01,0.14,6/27/2025 12:40pm
Boubakary Soumare,LEI,M,268,101.25,3.38,1,checked,300.00,300.00,25,66,71,3.9,3.3,-0.7,4.3,4.5,-0.2,4.4,2.8,,4.9,6.8,1.1,1,2159,0,0.0,0,0,0,,2.00,5.3,4.8,82,1,0,200,0,-0.03,-0.78,6/27/2025 12:40pm
Marco Asensio,AVL,F,269,100.75,8.40,69,checked,300.00,300.00,9,24,69,8.1,3.5,-4.6,12.6,14.4,-1.8,6.7,6.3,,9.3,17.0,-0.9,38,736,33,4.0,51,16,1,,2.00,8.9,6.7,75,1,100,27,-8,0.00,0.02,6/27/2025 12:40pm
Brajan Gruda,BHA,M,270,100.25,5.01,5,checked,300.00,300.00,8,21,29,7.5,4.5,-3.0,14.8,13.5,1.3,6.6,,,10.2,16.0,-1.1,31,663,25,3.3,47,23,5,,9.00,7.8,5.4,61,1,0,200,0,0.00,0.04,6/27/2025 12:40pm
Lukasz Fabianski,WHU,G,271,100.25,7.71,3,,300.00,300.00,13,34,37,8.3,9.5,1.3,8.7,,,10.4,,,11.0,13.9,2.6,14,1160,0,0.0,0,0,0,,13.25,7.7,7.7,90,0,0,200,0,0.01,0.16,6/27/2025 12:40pm
Lewis Dunk,BHA,D,272,99.00,3.96,25,,137.20,300.00,23,61,85,4.3,5.3,1.0,4.3,5.3,-1.0,7.2,8.1,,7.2,10.6,-2.1,31,2079,1,0.0,1,0,0,,,4.8,4.8,88,0,7,200,0,-0.03,-0.58,6/27/2025 12:40pm
Carlos Soler,WHU,M,273,98.25,3.17,2,,300.00,300.00,14,37,42,4.8,3.4,-1.4,6.4,7.0,-0.6,3.9,,,6.1,8.6,1.0,17,1381,27,1.7,32,16,0,,,6.7,4.9,66,0,0,200,0,-0.02,-0.31,6/27/2025 12:40pm
Edson Alvarez,WHU,M,274,97.50,3.61,2,checked,384.50,300.00,20,53,67,4.2,4.5,0.3,5.3,5.7,-0.5,4.7,,,5.9,7.7,0.7,9,1762,0,0.0,0,0,0,,5.25,6.8,5.8,79,1,0,200,0,-0.03,-0.57,6/27/2025 12:40pm
Manuel Akanji,MCI,D,275,96.75,3.87,50,,111.20,157.00,23,61,82,4.4,4.3,-0.2,4.8,5.5,-0.7,5.5,4.3,,5.9,9.0,-0.2,34,2010,0,0.0,0,0,0,,3.25,4.3,4.1,86,0,0,200,0,-0.02,-0.55,6/27/2025 12:40pm
Christian Eriksen,MUN,M,276,96.25,4.38,3,,1084.90,300.00,11,29,31,5.1,4.8,-0.3,9.9,10.8,-0.9,5.2,,,8.4,7.4,2.7,22,1043,76,6.5,94,32,3,,,7.1,5.3,80,0,0,200,0,-0.02,-0.22,6/27/2025 12:40pm
Niclas Fullkrug,WHU,F,277,95.25,5.60,32,checked,81.00,300.00,6,16,32,8.9,8.4,-0.5,11.9,11.0,0.9,5.8,6.5,,7.8,15.7,2.2,38,774,0,0.0,0,0,0,,6.75,9.9,6.1,73,1,96,85,9,0.01,0.06,6/27/2025 12:40pm
Michael Keane,EVE,D,278,95.25,7.33,14,checked,300.00,300.00,11,29,31,9.3,7.3,-2.0,9.2,7.3,1.9,8.7,,,9.3,16.2,2.4,45,1043,0,0.0,0,0,0,,5.00,4.1,6.9,88,1,0,102,98,0.02,0.27,6/27/2025 12:40pm
Kobbie Mainoo,MUN,M,279,94.50,3.94,47,checked,75.40,102.50,19,50,73,4.5,4.0,-0.5,5.3,6.2,-0.9,4.7,3.2,,5.6,7.9,1.1,5,1642,0,0.0,0,0,0,,,5.2,4.4,77,1,42,200,0,-0.03,-0.48,6/27/2025 12:40pm
Pau Torres,AVL,D,280,94.00,4.09,14,checked,188.80,300.00,23,61,82,4.0,2.8,-1.3,4.2,4.8,-0.6,5.8,4.3,,6.0,7.8,0.3,32,2018,0,0.0,0,0,0,,6.00,4.8,4.5,87,1,0,200,0,-0.03,-0.63,6/27/2025 12:40pm
Yves Bissouma,TOT,M,281,93.75,3.47,9,checked,304.50,300.00,16,42,47,4.7,3.5,-1.2,6.2,5.5,0.7,4.2,,,5.7,9.9,-0.4,22,1385,0,0.0,0,0,0,,,5.1,4.3,74,0,0,200,0,-0.02,-0.37,6/27/2025 12:40pm
Goncalo Guedes,WOL,F,282,93.75,3.35,6,,300.00,300.00,10,26,30,4.4,2.6,-1.8,9.7,9.2,0.5,2.9,4.1,,6.0,10.4,-1.6,40,964,1,0.1,2,0,0,,10.00,7.6,4.8,65,0,0,200,0,-0.03,-0.30,6/27/2025 12:40pm
Rico Lewis,MCI,D,283,93.50,3.34,30,,226.00,184.00,21,55,58,4.1,2.8,-1.4,4.5,4.4,0.1,4.6,,,5.1,8.4,-0.2,58,1879,0,0.0,0,0,0,,,3.4,2.9,85,0,3,200,0,-0.03,-0.56,6/27/2025 12:40pm
Kristoffer Ajer,BRF,D,284,92.75,4.03,2,checked,378.60,300.00,17,45,65,5.1,5.0,-0.1,5.9,7.5,-1.6,6.8,,,8.5,9.6,0.6,19,1422,0,0.0,0,0,0,,,5.4,5.8,81,1,3,200,0,-0.02,-0.28,6/27/2025 12:40pm
Abdul Fatawu,LEI,F,285,92.00,8.36,27,,91.50,77.00,6,16,55,12.7,11.3,-1.5,14.5,14.6,-0.2,11.7,,,12.6,18.9,6.5,13,573,1,0.2,3,0,0,,,,,,,0,200,0,0.04,0.25,6/27/2025 12:40pm
Daichi Kamada,CRY,M,286,92.00,2.79,22,checked,111.60,83.50,15,39,43,4.1,4.5,0.4,5.6,7.3,-1.7,4.9,5.3,,6.3,7.2,0.9,3,1526,19,1.1,17,7,0,,3.50,5.6,4.3,78,1,3,200,0,-0.03,-0.44,6/27/2025 12:40pm
Joe Willock,NEW,M,287,91.25,2.94,7,,341.20,166.50,11,29,33,4.5,3.5,-1.0,7.9,9.2,-1.3,4.1,,,7.2,8.6,0.3,17,1047,0,0.0,0,0,0,,,7.3,5.2,63,0,60,200,0,-0.03,-0.28,6/27/2025 12:40pm
Yukinari Sugawara,SOU,D,288,90.25,3.11,7,,325.00,172.00,16,42,46,4.9,5.0,0.1,5.6,6.5,-0.9,7.8,,,9.7,10.5,-0.7,31,1536,16,0.9,17,12,0,,8.75,3.1,5.8,76,0,3,200,0,-0.02,-0.30,6/27/2025 12:40pm
Carlos Alcaraz,EVE,M,289,90.00,6.00,24,checked,1127.70,160.00,7,18,44,13.3,12.3,-1.0,13.1,12.0,1.1,8.6,7.1,,9.7,21.7,4.8,33,757,1,10.0,40,0,1,,10.50,10.1,8.3,86,1,71,37,34,0.06,0.44,8/11/2025 11:09am
Harry Winks,LEI,M,290,88.50,4.02,5,,280.60,187.00,17,45,68,3.7,3.3,-0.4,5.2,5.0,0.2,3.7,,,5.0,6.8,0.6,14,1532,23,1.3,25,18,0,,,4.4,4.1,80,0,0,200,0,-0.03,-0.57,6/27/2025 12:40pm
Alex Palmer,IPS,G,291,88.25,6.79,5,checked,300.00,300.00,13,34,100,6.8,7.0,0.2,6.8,7.8,-1.0,11.7,9.1,,11.7,12.7,0.9,0,1170,0,0.0,0,0,0,,,7.7,7.7,90,1,7,200,0,0.00,-0.03,6/27/2025 12:40pm
Jack Grealish,MCI,M,292,87.75,4.39,39,,87.00,67.50,7,18,22,9.8,8.0,-1.8,11.3,12.0,-0.7,8.0,,,9.9,14.8,4.8,19,699,9,1.1,13,2,0,,,9.7,6.5,82,0,39,116,-25,0.03,0.20,6/27/2025 12:40pm
Leon Bailey,AVL,M,293,87.50,3.65,36,,49.20,45.00,14,37,48,4.9,3.5,-1.4,7.0,7.3,-0.3,3.8,,,5.5,10.3,-0.4,26,1126,19,1.5,19,2,0,,,6.9,3.8,72,0,14,200,0,-0.02,-0.30,6/27/2025 12:40pm
Martin Dubravka,NEW,G,294,87.25,8.72,7,,300.00,300.00,10,26,29,8.7,8.3,-0.5,8.7,9.0,-0.2,7.1,,,7.1,13.9,3.6,46,900,0,0.0,0,0,0,,,7.7,7.7,90,0,3,200,0,0.02,0.17,6/27/2025 12:40pm
Orel Mangala,EVE,M,295,87.25,4.59,1,,300.00,300.00,14,37,74,5.7,5.3,-0.5,6.3,6.6,-0.3,5.0,,,5.6,9.4,2.0,16,1246,0,0.0,0,0,0,,,,,,,0,200,0,-0.01,-0.18,6/27/2025 12:40pm
Mathias Jensen,BRF,M,296,86.75,3.77,15,,136.20,131.00,8,21,33,7.1,6.1,-1.0,9.4,9.4,0.0,6.3,,,8.3,10.9,3.3,16,830,21,2.2,34,18,1,,,8.6,6.8,77,0,7,200,0,0.00,0.01,6/27/2025 12:40pm
Sammie Szmodics,IPS,M,297,86.50,4.55,3,,300.00,300.00,13,34,59,5.9,3.0,-2.9,8.2,7.8,0.4,3.3,,,5.1,11.6,0.1,42,983,6,0.5,10,0,0,,,,,,,0,200,0,-0.01,-0.15,6/27/2025 12:40pm
Caoimhin Kelleher,LIV,G,298,85.75,8.57,9,,300.00,300.00,10,26,27,8.6,8.8,0.2,8.6,8.0,0.6,7.0,,,7.0,15.0,2.2,37,900,0,0.0,0,0,0,,,7.7,7.7,90,0,7,200,0,0.02,0.16,6/27/2025 12:40pm
Marshall Munetsi,WOL,M,299,85.50,6.58,23,checked,300.00,300.00,12,32,86,8.2,5.6,-2.6,8.6,9.5,-0.9,5.3,5.5,,5.7,13.6,2.9,34,1076,0,0.0,0,0,0,,8.25,8.4,5.7,83,1,67,149,51,0.01,0.15,6/27/2025 12:40pm
Mathys Tel,TOT,F,300,85.25,7.10,49,checked,300.00,300.00,11,29,79,8.1,10.0,1.9,9.9,11.1,-1.3,6.4,7.5,,7.1,13.5,2.7,30,906,13,1.3,16,13,2,,6.25,8.7,6.1,79,1,96,200,0,0.00,0.02,6/27/2025 12:40pm
Wesley Fofana,CHE,D,301,84.50,6.04,6,,298.00,179.00,14,37,93,6.0,5.3,-0.8,6.5,6.6,-0.1,8.0,,,8.6,10.3,1.8,14,1172,0,0.0,0,0,0,,,,,,,7,200,0,-0.01,-0.11,6/27/2025 12:40pm
Gabriel Jesus,ARS,F,302,83.75,4.93,28,,68.60,57.00,6,16,33,13.2,8.1,-5.1,12.8,11.6,1.2,7.0,,,8.1,25.7,0.7,47,589,0,0.0,0,0,0,,,,,,,0,200,0,0.05,0.28,6/27/2025 12:40pm
Alex Moreno,NOT,D,303,83.50,5.57,5,,318.50,170.00,11,29,41,7.4,4.3,-3.1,7.9,8.8,-0.8,8.0,,,9.0,13.7,1.1,30,949,1,0.1,2,1,0,,,4.4,5.7,80,0,14,200,0,0.01,0.06,6/27/2025 12:40pm
Ross Barkley,AVL,M,304,83.25,4.38,23,,89.60,81.00,3,8,12,13.3,16.0,2.7,14.0,11.9,2.2,7.7,,,9.5,20.0,6.7,39,553,0,0.0,0,0,0,,,9.8,6.5,85,0,0,122,-36,0.06,0.19,6/27/2025 12:40pm
Tariq Lamptey,BHA,D,305,82.75,5.52,5,,370.70,140.00,10,26,40,6.9,8.5,1.6,8.8,7.5,1.3,6.2,,,8.3,14.4,-0.7,56,851,1,0.1,1,0,0,,,5.4,4.7,71,0,3,200,0,0.00,0.01,6/27/2025 12:40pm
Adam Smith,BOU,D,306,82.75,3.45,2,checked,300.00,300.00,19,50,73,4.6,4.5,-0.1,5.4,5.9,-0.5,5.1,5.3,,6.2,9.8,-0.5,38,1581,0,0.0,0,0,0,,6.25,6.9,4.5,80,1,14,200,0,-0.02,-0.41,6/27/2025 12:40pm
Rodrigo Gomes,WOL,F,307,82.50,3.44,5,,308.20,132.00,7,18,21,6.5,5.0,-1.5,9.9,9.2,0.7,5.2,,,7.8,12.6,0.4,21,776,1,0.1,2,0,0,,,9.3,7.7,71,0,0,200,0,-0.01,-0.08,6/27/2025 12:40pm
Adam Webster,BHA,D,308,82.00,6.31,3,checked,300.00,300.00,11,29,52,8.0,10.0,2.1,9.8,9.0,0.8,7.3,7.0,,9.1,14.2,1.7,32,883,0,0.0,0,0,0,,9.50,6.7,7.4,76,1,0,200,0,0.01,0.13,6/27/2025 12:40pm
Conor Bradley,LIV,D,309,81.50,4.53,61,,115.20,122.50,7,18,28,6.1,5.3,-0.9,10.0,9.8,0.3,6.5,6.9,,9.6,12.0,0.2,39,733,0,0.0,0,0,0,,2.25,7.3,5.5,71,0,32,200,0,-0.01,-0.05,6/27/2025 12:40pm
Mads Roerslev,BRF,D,310,80.75,4.25,1,,1161.80,300.00,11,29,48,6.7,6.3,-0.4,6.7,7.3,-0.6,7.8,,,8.2,13.0,0.4,32,1087,0,0.0,0,0,0,,,,,,,0,200,0,0.00,-0.01,6/27/2025 12:40pm
Ehor Yarmolyuk,BRF,M,311,80.25,2.67,1,checked,1090.20,300.00,15,39,39,3.9,3.3,-0.6,5.2,5.9,-0.7,4.1,4.4,,5.8,6.1,1.6,4,1419,0,0.0,0,0,0,,2.00,5.1,4.0,70,1,0,200,0,-0.03,-0.47,6/27/2025 12:40pm
Marcos Senesi,BOU,D,312,79.50,4.97,19,,125.60,126.00,13,34,62,6.9,5.5,-1.4,8.0,9.2,-1.2,9.1,,,10.6,13.2,0.7,12,1098,0,0.0,0,0,0,,12.00,9.8,7.3,83,0,7,200,0,0.00,0.02,6/27/2025 12:40pm
Crysencio Summerville,WHU,F,313,79.50,4.18,16,,99.00,132.50,7,18,35,4.5,3.3,-1.3,9.3,10.5,-1.1,4.8,,,8.0,9.3,-0.3,19,767,10,1.2,21,13,0,,,,,,,3,200,0,-0.03,-0.20,6/27/2025 12:40pm
Luke Thomas,LEI,D,314,78.50,6.04,4,checked,300.00,300.00,13,34,52,6.8,4.8,-2.0,7.2,7.5,-0.4,9.4,9.3,,9.9,11.6,2.0,20,1107,15,1.2,23,11,1,,5.75,2.9,7.1,83,1,14,200,0,0.00,0.00,6/27/2025 12:40pm
Reiss Nelson,FUL,F,315,77.50,6.46,3,,1122.50,178.50,5,13,38,9.0,11.0,2.1,14.7,14.8,-0.2,9.0,,,12.2,13.1,4.8,19,476,5,0.9,13,5,0,,,,,,,0,200,0,0.01,0.05,6/27/2025 12:40pm
Jakub Kiwior,ARS,D,316,76.50,4.78,30,checked,341.00,190.00,10,26,27,7.2,4.9,-2.3,6.4,6.1,0.3,6.6,6.6,,6.7,13.5,0.8,35,1112,0,0.0,0,0,0,,4.75,6.8,4.4,84,1,53,200,0,0.00,0.04,6/27/2025 12:40pm
Stefan Ortega Moreno,MCI,G,317,76.50,5.88,9,,300.00,300.00,12,32,32,6.1,5.6,-0.5,6.3,6.1,0.2,7.3,,,7.4,10.6,1.6,31,1098,0,0.0,0,0,0,,,7.7,7.7,90,0,10,200,0,-0.01,-0.11,6/27/2025 12:40pm
Kasey McAteer,LEI,M,318,74.75,4.40,6,checked,376.60,186.00,9,24,45,7.4,6.0,-1.4,8.5,8.3,0.2,5.7,6.7,,7.2,12.9,2.0,23,837,0,0.0,0,0,0,,4.00,7.8,6.1,80,1,39,105,95,0.00,0.04,6/27/2025 12:40pm
Ben Johnson,IPS,D,319,74.75,3.25,1,,1146.90,300.00,14,37,44,5.1,2.9,-2.3,5.0,5.2,-0.1,8.5,,,9.2,14.5,-4.2,32,1335,16,1.1,21,16,0,,,6.7,7.4,85,0,0,200,0,-0.02,-0.23,6/27/2025 12:40pm
Vladimir Coufal,WHU,D,320,73.75,3.51,9,checked,146.00,139.50,11,29,33,6.2,5.8,-0.4,6.5,7.8,-1.4,9.2,8.8,,10.3,12.2,0.2,16,1045,0,0.0,0,0,0,,,6.9,6.4,84,1,0,200,0,-0.01,-0.07,6/27/2025 12:40pm
Adam Armstrong,SOU,F,321,71.50,3.58,18,,121.10,138.00,15,39,62,4.4,2.8,-1.7,5.2,5.6,-0.4,2.7,,,3.5,9.9,-1.1,50,1238,1,0.1,1,3,0,,,,,,,0,200,0,-0.03,-0.45,6/27/2025 12:40pm
Radu Dragusin,TOT,D,322,70.50,4.41,2,,379.10,300.00,14,37,61,4.8,5.5,0.7,5.1,,,7.7,,,8.6,10.2,-0.5,17,1248,0,0.0,0,0,0,,,,,,,0,200,0,-0.02,-0.27,6/27/2025 12:40pm
Alex Scott,BOU,M,323,70.25,3.70,4,,354.80,168.00,8,21,38,5.2,6.6,1.5,8.9,10.3,-1.4,5.3,3.6,,9.2,9.1,1.2,4,734,7,0.8,11,8,1,,,,,,,7,200,0,-0.02,-0.15,6/27/2025 12:40pm
Richarlison,TOT,F,324,70.00,5.00,33,checked,131.10,133.00,4,11,24,8.1,9.0,0.9,12.9,12.3,0.6,3.6,,,5.9,14.4,1.9,60,488,0,0.0,0,0,0,,,8.4,4.8,73,0,92,140,-20,0.00,0.01,6/27/2025 12:40pm
Caleb Okoli,LEI,D,325,70.00,3.68,1,,300.00,300.00,12,32,32,5.2,4.5,-0.7,5.7,5.2,0.5,8.4,,,9.2,10.6,-0.2,23,1113,0,0.0,0,0,0,,,2.8,7.3,84,0,0,200,0,-0.02,-0.19,6/27/2025 12:40pm
Axel Disasi,AVL,D,326,69.50,5.35,4,,358.60,300.00,9,24,35,7.4,7.3,-0.2,7.4,6.1,1.3,7.2,,,7.6,14.3,0.6,40,846,0,0.0,0,0,0,,,5.9,5.4,88,0,0,200,0,0.01,0.06,6/27/2025 12:40pm
Michail Antonio,WHU,F,327,69.50,4.96,4,,312.30,179.00,11,29,79,6.0,2.5,-3.5,7.5,7.1,0.4,3.0,,,4.2,16.6,-4.7,47,832,0,0.0,0,0,0,,,,,,,0,200,0,-0.02,-0.18,6/27/2025 12:40pm
George Hirst,IPS,F,328,69.00,2.76,2,,1146.90,300.00,5,13,19,6.0,3.0,-3.0,9.9,8.1,1.8,3.0,1.3,,6.0,15.2,-3.3,48,625,0,0.0,0,0,0,,-0.50,9.1,5.5,74,0,0,200,0,-0.02,-0.08,6/27/2025 12:40pm
Aaron Cresswell,WHU,D,329,68.00,4.00,2,checked,1153.10,300.00,10,26,32,6.0,3.6,-2.4,7.5,7.7,-0.2,6.2,5.3,,8.0,11.5,0.5,26,813,22,2.4,44,21,0,,,6.3,5.8,74,1,0,200,0,-0.01,-0.08,6/27/2025 12:40pm
Micky van de Ven,TOT,D,330,67.75,5.65,44,,108.80,157.00,12,32,63,5.6,4.0,-1.6,6.0,6.8,-0.8,6.7,,,7.5,11.7,-0.6,38,1013,0,0.0,0,0,0,,4.25,2.5,5.1,88,0,14,200,0,-0.01,-0.15,6/27/2025 12:40pm
Wes Burns,IPS,F,331,65.50,3.64,1,,1097.50,300.00,12,32,57,4.6,4.6,0.0,6.4,7.2,-0.8,4.3,,,6.0,9.0,0.3,9,916,0,0.0,0,0,0,,,,,,,0,200,0,-0.03,-0.34,6/27/2025 12:40pm
Jaden Philogene-Bidace,IPS,F,332,65.00,3.10,5,,302.70,165.00,7,18,28,9.8,4.5,-5.3,7.5,9.1,-1.7,7.5,,,6.9,22.2,-2.6,28,783,0,0.0,0,0,0,,,7.6,5.5,81,0,0,200,0,0.02,0.12,6/27/2025 12:40pm
Cameron Archer,SOU,F,333,64.75,1.90,2,,1133.90,300.00,13,34,35,2.4,1.5,-0.9,4.2,6.8,-2.6,2.0,,,3.3,6.0,-1.2,27,1400,1,0.1,1,3,0,,,4.5,2.1,78,0,0,200,0,-0.05,-0.61,6/27/2025 12:40pm
Michael Kayode,BRF,D,334,64.50,5.86,42,,300.00,300.00,6,16,46,10.3,9.9,-0.4,12.6,12.7,-0.1,9.1,9.1,,11.8,17.3,3.2,26,518,0,0.0,0,0,0,,10.25,9.1,9.7,78,0,28,115,85,0.03,0.21,6/27/2025 12:40pm
Issa Diop,FUL,D,335,64.50,3.07,1,,1145.10,300.00,15,39,50,4.3,4.5,0.2,4.4,5.0,-0.6,6.4,,,7.1,7.2,1.5,9,1329,0,0.0,0,0,0,,,1.1,3.7,87,0,0,200,0,-0.02,-0.37,6/27/2025 12:40pm
Antonin Kinsky,TOT,G,336,63.75,10.62,6,,300.00,300.00,6,16,33,10.6,11.8,1.1,10.6,,,13.0,,,13.0,16.7,4.5,13,540,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.04,0.22,6/27/2025 12:40pm
Luis Sinisterra,BOU,F,337,61.75,5.15,10,,222.10,146.00,1,3,8,2.8,2.8,0.0,25.3,27.0,-1.7,2.8,,,19.1,2.8,2.8,24,220,0,0.0,0,0,0,,,11.8,7.7,62,0,0,200,0,-0.04,-0.04,6/27/2025 12:40pm
Timo Werner,TOT,F,338,61.50,3.42,13,,137.20,140.00,4,11,19,7.8,8.9,1.1,11.3,12.4,-1.1,4.8,,,8.0,12.6,2.9,29,491,2,0.4,4,0,0,,,9.4,5.8,74,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kalvin Phillips,IPS,M,339,60.75,3.20,1,,1169.80,300.00,14,37,56,4.1,4.4,0.3,4.5,5.3,-0.9,5.0,,,5.4,7.6,0.5,3,1226,17,1.2,24,12,0,,,5.3,4.3,78,0,0,200,0,-0.03,-0.42,6/27/2025 12:40pm
Danny Ings,WHU,F,340,60.00,4.00,1,,1183.40,300.00,1,3,3,3.5,3.5,0.0,21.1,21.6,-0.5,3.5,,,10.9,3.5,3.5,45,256,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.04,6/27/2025 12:40pm
Jakub Stolarczyk,LEI,G,341,59.75,6.64,3,checked,300.00,300.00,10,26,48,7.0,7.5,0.5,7.0,7.3,-0.3,8.8,7.0,,8.8,11.8,2.2,23,900,0,0.0,0,0,0,,14.25,7.7,7.7,90,1,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kevin Danso,TOT,D,342,59.50,6.61,8,checked,300.00,300.00,9,24,90,6.4,6.0,-0.4,6.5,7.2,-0.7,9.8,10.4,,9.7,10.6,2.3,10,842,0,0.0,0,0,0,,9.50,5.1,7.5,87,1,10,200,0,0.00,-0.03,6/27/2025 12:40pm
Axel Tuanzebe,IPS,D,343,58.50,2.79,1,checked,1216.80,300.00,20,53,91,2.9,2.1,-0.8,3.3,4.4,-1.1,6.8,7.8,,7.4,7.9,-2.0,21,1708,0,0.0,0,0,0,,9.50,3.4,5.1,83,1,0,200,0,-0.04,-0.77,6/27/2025 12:40pm
Romeo Lavia,CHE,M,344,58.00,3.87,7,,330.70,154.00,11,29,55,5.5,6.0,0.6,6.8,6.9,-0.1,5.2,5.1,,6.6,8.2,2.7,15,786,0,0.0,0,0,0,,,4.9,4.0,68,0,7,200,0,-0.02,-0.17,6/27/2025 12:40pm
Patrick Dorgu,MUN,D,345,57.50,5.23,24,checked,300.00,300.00,10,26,83,6.7,8.1,1.5,7.6,9.6,-2.0,8.6,8.3,,10.1,12.3,1.0,17,837,1,0.1,2,0,0,,7.25,4.6,4.8,76,1,67,200,0,0.00,-0.01,6/27/2025 12:40pm
Joao Felix,CHE,F,346,57.50,4.79,6,,300.00,300.00,3,8,15,10.5,8.5,-2.0,14.7,15.9,-1.2,8.5,,,10.3,15.3,5.7,37,353,0,0.0,0,0,0,,,,,,,3,200,0,0.02,0.07,6/27/2025 12:40pm
Harvey Elliott,LIV,M,347,57.25,3.37,32,checked,120.80,94.00,2,5,7,15.1,15.1,0.0,14.9,15.3,-0.5,7.6,,,9.9,35.1,-4.9,37,347,8,2.0,25,23,0,,,9.4,6.6,75,1,71,108,2,0.08,0.16,6/27/2025 12:40pm
Myles Lewis-Skelly,ARS,M,348,56.25,2.56,20,checked,300.00,300.00,15,39,47,4.0,3.8,-0.3,3.8,4.4,-0.6,3.8,3.7,,4.2,8.5,-0.5,25,1355,0,0.0,0,0,0,,,4.8,3.6,77,1,3,200,0,-0.03,-0.45,6/27/2025 12:40pm
Conor Chaplin,IPS,F,349,55.75,2.65,7,,145.60,150.00,10,26,36,4.7,3.1,-1.5,6.1,5.8,0.4,3.0,2.1,,4.3,10.0,-0.7,37,835,0,0.0,0,0,0,,1.00,5.5,4.1,71,0,0,200,0,-0.03,-0.28,6/27/2025 12:40pm
Conor Coady,LEI,D,350,55.75,2.65,1,checked,1171.40,300.00,19,50,54,2.7,0.5,-2.2,2.8,2.9,-0.1,5.9,4.8,,6.3,7.3,-2.0,42,1707,0,0.0,0,0,0,,2.50,0.0,4.7,89,1,0,200,0,-0.04,-0.79,6/27/2025 12:40pm
Fabio Carvalho,BRF,M,351,55.50,2.92,7,,235.20,152.00,3,8,12,8.3,7.5,-0.8,11.7,12.2,-0.6,6.3,,,7.0,13.4,3.3,43,428,9,1.8,28,0,0,,,,,,,0,200,0,0.01,0.04,6/27/2025 12:40pm
Donyell Malen,AVL,F,352,54.75,4.21,12,,300.00,300.00,2,5,12,8.5,8.5,0.0,18.2,16.3,1.9,4.0,,,9.7,14.9,2.1,47,286,0,0.0,0,0,0,,,8.2,5.0,62,0,10,130,-18,0.01,0.01,6/27/2025 12:40pm
Archie Gray,TOT,M,353,54.50,2.02,5,checked,216.40,154.00,19,50,50,3.0,3.0,-0.0,3.1,3.4,-0.3,3.3,4.1,,3.4,5.2,0.8,3,1733,4,0.2,3,3,0,,5.25,2.7,2.6,87,1,0,200,0,-0.04,-0.77,6/27/2025 12:40pm
Bobby De Cordova-Reid,LEI,F,354,54.50,2.37,2,,365.20,165.00,9,24,28,2.6,0.3,-2.3,6.8,4.5,2.3,1.7,,,2.9,8.5,-3.4,61,725,0,0.0,0,0,0,,,3.3,2.0,68,0,0,200,0,-0.05,-0.41,6/27/2025 12:40pm
Felipe Rodrigues da Silva,NOT,D,355,54.25,2.09,2,,300.00,300.00,6,16,18,5.5,5.6,0.1,5.6,5.8,-0.2,5.2,,,7.7,12.5,-1.5,33,874,0,0.0,0,0,0,,,3.0,5.1,82,0,3,200,0,-0.01,-0.08,6/27/2025 12:40pm
Fraser Forster,TOT,G,356,53.75,7.68,1,,300.00,300.00,7,18,39,7.7,4.5,-3.2,7.7,7.4,0.3,10.8,,,10.8,13.7,1.6,15,630,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.01,0.05,6/27/2025 12:40pm
Oleksandr Zinchenko,ARS,D,357,53.50,3.82,13,,143.10,165.00,5,13,16,10.1,8.3,-1.9,10.7,10.0,0.7,4.7,,,5.9,14.5,5.7,51,509,2,0.3,4,12,0,,8.75,7.0,4.0,78,0,10,200,0,0.03,0.17,6/27/2025 12:40pm
William Smallbone,SOU,M,358,53.50,3.15,6,,152.00,144.50,6,16,30,6.7,5.9,-0.8,7.4,7.5,-0.1,5.5,,,6.4,12.7,0.6,16,668,31,4.1,74,13,0,,,4.9,3.7,72,0,0,200,0,0.00,-0.02,6/27/2025 12:40pm
Tom Cairney,FUL,M,359,53.00,2.21,1,,1173.50,300.00,3,8,9,3.6,3.5,-0.1,8.6,9.0,-0.4,3.3,,,7.7,4.0,3.2,34,590,13,1.9,27,7,0,,3.25,5.5,4.4,76,0,0,200,0,-0.03,-0.10,6/27/2025 12:40pm
