Player,Team,Pos,RkOv,FPts,PPG,Ros%,G1 Start,ADP,Big 3 ADP,Starts,% Starts,% SiS,PPS,Median PPS,Median - Mean,PP90,xPP90,xPP90 Δ,gPPS,gPPS Form,23/24 gPPS,gPP90,Ceiling,Floor,GACS%,Mins,Total SP,SPP90,SP%,SP Reliance%,Prev SP,Prev FPts,Prev gPts,ProjFPts,ProjGPts,ProjMins,ProjGS,Big 3 Ros%,ROS Rank,+/-,WARPS,WAR,Last Updated
Tom Edozie,WOL,F,673,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Julian Eyestone,BRF,G,674,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jack Fletcher,MUN,F,675,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Elyh Harrison,MUN,G,676,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kortney Hause,AVL,D,677,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Mason Holgate,EVE,D,678,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,0.0,40.5,-40.5,,,,45.0,0.0,0.0,0,4,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Bashir Humphreys,CHE,D,679,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ismeal Kabia,ARS,F,680,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Mohamadou Kante,WHU,M,681,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Godwill Kukonki,MUN,D,682,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Isaac Mabaya,LIV,M,683,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Bendito Mantato,MUN,M,684,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Chris Mepham,BOU,D,685,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Andy Moran,BHA,M,686,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kieran Morrison,LIV,M,687,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Louie Moulden,CRY,G,688,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Amara Nallo,LIV,M,689,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joel Ndala,NOT,F,690,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Josh Nichols,ARS,D,691,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Odeluga Offiah,BHA,D,692,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ben Perry,NOT,M,693,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Calvin Ramsay,LIV,D,694,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Luke Rawlings,WOL,M,695,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Omar Richards,NOT,D,696,0.00,0.00,0,,1181.80,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
John Ruddy,NEW,G,697,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Carl Rushworth,BHA,G,698,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
James Scanlon,MUN,M,699,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Harry Souttar,LEI,D,700,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Harvey Vale,CHE,M,701,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Reggie Walsh,CHE,M,702,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joe White,NEW,M,703,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Luca Williams-Barnett,TOT,F,704,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ranel Young,LIV,F,705,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Faustino Anjorin,CHE,M,706,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Lucas Bergstrom,CHE,G,707,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Somto Boniface,IPS,D,708,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Spike Brits,MCI,G,709,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Luke Butterfield,EVE,M,710,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Killian Cahill,BHA,G,711,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Brandon Cover,LEI,M,712,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
William Dennis,BOU,G,713,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kiano Dyer,CHE,M,714,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Johnny Emerson,NEW,F,715,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jayce Fitzgerald,MUN,M,716,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Benjamin Fredrick,BRF,D,717,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Mark Gillespie,NEW,G,718,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Michael Golding,LEI,M,719,0.00,0.00,0,,1116.80,300.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jimi Gower,ARS,M,720,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Archie Harris,BOU,D,721,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Thomas Hill,LIV,M,722,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Cameron Humphreys,IPS,M,723,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Hwang Ui-Jo,NOT,F,724,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Patrick Kelly,WHU,M,725,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Max Kinsey-Wellings,BOU,D,726,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Rio Kyerematen,TOT,M,727,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jamal Lewis,NEW,D,728,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Wanya Marcal-Madivadua,LEI,M,729,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ezra Mayers,WHU,D,730,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kevin Mbabu,FUL,D,731,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Callan McKenna,BOU,G,732,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jenson Metcalfe,EVE,M,733,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joseph OBrien-Whitmarsh,SOU,M,734,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Wesley Okoduwa,WOL,D,735,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Michael Olakigbe,BRF,M,736,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Callum Olusesi,TOT,M,737,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Tyler Onyango,EVE,M,738,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Myles Peart-Harris,BRF,M,739,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Cameron Peupion,BHA,M,740,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Chris Popov,LEI,M,741,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jack Porter,ARS,G,742,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Samuel Rak-Sakyi,CHE,M,743,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Junior Robinson,WHU,D,744,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Michal Rosiak,ARS,D,745,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Triston Rowe,AVL,D,746,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ishe Samuels-Smith,CHE,D,747,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Leo Shahar,NEW,D,748,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Martin Sherif,EVE,F,749,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Gabriel Slonina,CHE,G,750,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Harry Tyrer,EVE,G,751,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Alfie Whiteman,TOT,G,752,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Tony Yogane,BRF,M,753,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kadan Young,AVL,F,754,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Oliwer Zych,AVL,G,755,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Samuel Amissah,FUL,D,756,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ato Ampah,CHE,M,757,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Benjamin Arthur,BRF,D,758,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Leon Ayinde,IPS,M,759,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ellery Balcombe,BRF,G,760,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Owen Barker,EVE,M,761,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Callum Bates,EVE,M,762,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Aidan Borland,AVL,M,763,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Alex Borto,FUL,G,764,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ben Broggio,AVL,M,765,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Bradley Burrowes,AVL,M,766,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Henry Cartwright,LEI,M,767,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Brayden Clarke,ARS,D,768,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Harvey Davies,LIV,G,769,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Luc De Fougerolles,FUL,D,770,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 10:05am
Coby Ebere,EVE,F,771,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Landon Emenalo,CHE,D,772,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jack Francis,ARS,M,773,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Malachi Hardy,TOT,D,774,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Chanse Headman,BRF,D,775,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Isaac Heath,EVE,F,776,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Finlay Herrick,WHU,G,777,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Max Hudson,MCI,G,778,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:31pm
Jamaldeen Jimoh,AVL,M,779,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Maldini Kacurri,ARS,D,780,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Jaydan Kamason,MUN,D,781,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Thierry Katsukunya,AVL,D,782,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Maeson King,TOT,D,783,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joe Knight,BHA,M,784,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Thomas McGill,BHA,G,785,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Dermot Mee,MUN,G,786,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Zane Monlouis,ARS,D,787,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Bradley Moonan,EVE,D,788,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
